via,placa,numero_placa,latitud,longitud
CR 44A,96-40 (0111),,6.28794218,-75.55136478
CR 44A,96-40 (0221),,6.28793811,-75.55136495
CR 44,96-45 (0114),,6.28794926,-75.55127659
CL 66,140-82 (0170),,6.28301714,-75.64225947
CL 66,143-141 (0109),,6.28307833,-75.64222544
CL 66,143-141 (0105),,6.2830453,-75.64213749
CR 131,69-335 (0105),,6.3009964,-75.63881509
CR 131,69-335 (0107),,6.30070024,-75.63892447
CR 131,94-401,,6.30131727,-75.63895134
CR 131,94-407,,6.3015372,-75.63931297
CR 131,69-335 (0110),,6.30106327,-75.63921751
CR 129,94-353 LOTE,,6.29786998,-75.63342359
CL 94,123-225,,6.29533979,-75.63204427
CR 131,69-335 (0115),,6.30101321,-75.63933529
CR 131,69-289 (0115),,6.30039875,-75.63885362
CR 129,94-618,,6.2990468,-75.63315906
CL 94,123-183,,6.29532376,-75.63164995
CR 80,X CL 100A  LT 0001,,6.29873283,-75.57996053
CL 97A,80-32 (0201),,6.29603452,-75.58149674
CL 97A,80-34 (0201),,6.29604287,-75.58151378
CL 97,X CR 80A  LT 0015,,6.29581832,-75.58195399
CL 97C,X CR 80B  LT 0009,,6.29712338,-75.58176492
CL 98,X CR 80A  LT 0007,,6.29710401,-75.5811488
CR 81,X CL 98A  LT 0001,,6.29759488,-75.58150434
CL 97B,80A-114,,6.29709934,-75.58234567
CR 80,X CL 98  LT 0163,,6.29690598,-75.58057597
CL 97A,X CR 76  LT 0024 MJ 002,,6.29596833,-75.5809747
CL 98A,X CR 80  LT 0005,,6.29735086,-75.5807985
CR 80,97B-01,,6.29640521,-75.58080771
CR 80,96B-48,,6.29540538,-75.58134115
CR 80,96B-24,,6.29528089,-75.58133373
CR 80,97C-15,,6.29680472,-75.58068525
CR 80,97C-11,,6.29670535,-75.58073342
CR 80A,X CL 97  LT 0016,,6.29591762,-75.58194817
CL 97AA,80A-76,,6.29669442,-75.58215527
CR 80A,X CL 97A  LT 0001,,6.296165,-75.58176047
CL 16,X CR 30  LT 0002,,6.21557956,-75.56304293
CL 15A,30-208,,6.21482567,-75.56231906
CR 94,116-631 (0110),,6.29274411,-75.6286611
CR 94,116-515,,6.29446746,-75.62854495
CR 94,116-631 (0125),,6.2929988,-75.62912728
CL 101B,X CR 76  LT 0097,,6.30072802,-75.57747587
CR 76,100AA-21,,6.30015841,-75.57667268
CR 50B,106-120,,6.29847879,-75.55581835
CR 50B,106-118,,6.29847163,-75.55582251
CR 99,MZ 001 LT 0094,,6.27786072,-75.61119283
CL 61B,X CR 100  LT 0093,,6.27717802,-75.61141864
CL 63,98B-201,,6.27786141,-75.6111545
CL 63,98B-199,,6.27790677,-75.61112348
CL 63,98B-163 (0101),,6.27769941,-75.6109797
CL 63,98B-197,,6.27786299,-75.61109851
CL 63,98B-207,,6.27786371,-75.61124528
CL 63,98B-163 (0103),,6.27766593,-75.61096791
CL 63,98B-163 (0102),,6.27768284,-75.61097387
CL 63,98B-241,,6.27778925,-75.61164219
CR 99,61B-67 (0121),,6.27760728,-75.6116452
CL 63,98B-225,,6.27779529,-75.6113553
CL 63,98B-215 (0376),,6.27752864,-75.61135161
CL 63,98B-247 (0107),,6.27764501,-75.61166145
CL 99,61B-67 (0133),,6.27757475,-75.61167671
CL 63,98B-215 (0143),,6.27765037,-75.6114746
CL 63,98B-237,,6.27776611,-75.61158969
CL 63,98B-201 (0201),,6.27785087,-75.61114303
CL 63,98B-205,,6.27782832,-75.61120229
CL 63,98B-215 (0107),,6.27780683,-75.61122089
CL 63,98B-215 (0111),,6.27777848,-75.611199
CL 63,98B-215 (0115),,6.27776158,-75.61119452
CL 63,98B-215 (0119),,6.27771814,-75.6111942
CR 99A,61B-64,,6.27767692,-75.61111775
CR 99,MZ 001 LT 0095,,6.27794376,-75.61102791
CL 63,X CR 98B  LT 0091,,6.27672977,-75.6094606
CL 48DD,95-177,,6.26128457,-75.61130236
CL 48DD,95-175,,6.26127268,-75.61124933
CL 48DD,95-221,,6.26130726,-75.61142839
CL 48DE,96A-107,,6.26136763,-75.61135875
CL 48DD,95-169,,6.26125518,-75.61120362
CL 48DD,95-213,,6.26130005,-75.61139225
CL 48DD,95-209,,6.26129374,-75.61135099
CL 48DD,95-251,,6.26119815,-75.61145384
CL 48DD,95-243,,6.26124767,-75.61136019
CL 48DD,95-211 (0101),,6.26120842,-75.6112139
CL 48DD,95-211 (9901),,6.26113463,-75.61117143
CL 48DD,95-205,,6.26115304,-75.61112112
CL 48DD,95-189,,6.26103332,-75.61097182
CL 48DD,95-181 (9901),,6.26101069,-75.61093645
CL 48DD,95-167,,6.26091966,-75.61081976
CL 48DD,95-193 (0107),,6.26098287,-75.61105777
CL 48DD,95-181 (0101),,6.26100085,-75.61092136
CL 48DD,95-181 (0202),,6.26099034,-75.61090526
CR 24BB,56D-30,,6.24478541,-75.54333742
CR 79,X CL 52 SUR  LT 0034,,6.17462633,-75.65706491
CR 49A,108-21 (0111),,6.29954482,-75.55293606
CL 62,131-121 LOTE,,6.27724004,-75.63699394
CL 62,131-75,,6.27740109,-75.63670147
CL 62,131-69,,6.27741468,-75.63667601
CL 62,131-83,,6.27739002,-75.63672219
CL 62,131-61,,6.27744616,-75.63662337
CL 62,131-91,,6.27735562,-75.63678026
CL 62,131-87,,6.27737335,-75.63675111
CL 62,131-101,,6.2773197,-75.636838
CR 26,X CL 58  LT 0074,,6.24933568,-75.54749835
CR 24B,57EE-45,,6.25014646,-75.54647885
CR 24B,57CC-25,,6.24941811,-75.54630114
CR 24B,57CC-21,,6.2493884,-75.54629619
CR 24B,57CC-31,,6.24946007,-75.54627461
CR 24B,57CC-29,,6.24944239,-75.54627344
CR 24B,57CC-33,,6.24947404,-75.54627553
CR 24B,57CC-35,,6.24950248,-75.5462774
CR 24B,57CC-39,,6.24953619,-75.54627962
CR 24B,57CC-37,,6.24952189,-75.54627868
CR 24B,57CC-41 (0107),,6.24949283,-75.54645835
CR 24B,57CC-41 (0108),,6.24952305,-75.54645398
CR 24B,57CC-53,,6.24966539,-75.54627443
CR 24B,57CC-119,,6.24979391,-75.54627416
CR 24B,57CC-123,,6.24986839,-75.54625197
CR 24B,57CC-63 (0111),,6.24971165,-75.54628539
CR 24B,57CC-47 LOTE,,6.24966461,-75.54623362
CR 24B,57CC-47 (0101),,6.24964499,-75.54648994
CR 24B,57CC-43,,6.24960623,-75.54623893
CR 24B,57CC-129 (0110),,6.24963288,-75.54636639
CR 24B,57CC-45,,6.24954929,-75.54633727
CR 83A,57-55 (0109),,6.2717128,-75.59902346
CR 83,57-55 (0111) LOTE,,6.27173805,-75.59898554
CR 90,6 SUR-40 (0116),,6.20549813,-75.61461194
CR 90,6 SUR-22 (0118),,6.20561247,-75.61461762
CR 90,6 SUR-22 (0114),,6.20556386,-75.61453403
CL 6 SUR,89A-51 (0119),,6.20518115,-75.6139433
CL 6 SUR,89A-51 (0121),,6.20519143,-75.61426362
CL 6 SUR,89A-51 (0123),,6.20536379,-75.61427402
CL 6 SUR,89A-51 (0125),,6.20539019,-75.6143413
CL 6 SUR,89A-51 (0116),,6.20559052,-75.61418493
CL 6 SUR,89A-51 (0128),,6.20563104,-75.61420327
CL 6 SUR,89A-51 (0114),,6.20574225,-75.61418386
CL 6 SUR,89A-51 (0112),,6.20570329,-75.61405904
CL 6 SUR,89A-51 (0131),,6.20585845,-75.61428178
CL 6 SUR,89A-51 (0105),,6.20582631,-75.61418833
CL 6 SUR,89A-51 (0108),,6.20577693,-75.61410196
CL 6 SUR,89A-51 (0110),,6.20572772,-75.61406496
CR 90,6 SUR-02 (0105),,6.20586982,-75.61461882
CR 90,6 SUR-02 (0107),,6.20572702,-75.61461828
CR 90,6 SUR-02 (0109),,6.20572215,-75.61466256
CR 90,6 SUR-02 (0209),,6.20570978,-75.61467169
CR 90,6 SUR-02 (0309),,6.20569871,-75.61467985
CL 104D,50A-120 (0103),,6.29651717,-75.55776361
CL 63,127-81 (0108),,6.27931869,-75.63331826
CL 63,127-09 (0104),,6.27951471,-75.63232107
CL 63,126-81,,6.27963532,-75.63191851
CL 62,127-150,,6.27875841,-75.63346097
CL 62,127-142,,6.27875764,-75.6333812
CL 63,127-47 (0104),,6.27931929,-75.63256466
CL 63,127-23 (0107),,6.27941914,-75.6323619
CL 63,127-09 (0127),,6.27948681,-75.63230682
CL 63,127-147 (0106),,6.27910894,-75.63358612
CL 63,127-75 (0140),,6.27925189,-75.63302349
CL 63,126-95,,6.27967805,-75.63206405
CL 63,126-89,,6.27967016,-75.63199031
CL 63,127-23 (0116),,6.27939475,-75.6324627
CL 63,127-59 (0107),,6.27919952,-75.6328551
CL 63,127-27,,6.27945758,-75.63256449
CL 63,127-75 (0130),,6.27915793,-75.63304775
CL 63,127-75 (0120),,6.27910501,-75.63306106
CL 63,127-75 (0115),,6.27904885,-75.63306898
CL 63,127-75 (0215),,6.27902001,-75.63307898
CL 63,127-75 (0116),,6.27903418,-75.63307406
CL 63,127-23 (0105),,6.27944266,-75.63244958
CL 62,127-76,,6.27855367,-75.63276429
CL 62,127-72,,6.27853836,-75.63272821
CL 62,127-74,,6.27854524,-75.63274447
CL 62,127-66,,6.27850786,-75.63263961
CL 62,127-68,,6.27851234,-75.63266676
CL 63,127-47 (0103),,6.27929891,-75.63266023
CL 63,126-111 (0101),,6.27964587,-75.63218909
CL 63,126-111 (0103),,6.27961732,-75.63219613
CL 63,126-107,,6.2796984,-75.63214926
CL 63,127-59 (0105),,6.27918928,-75.63284884
CL 63,127-47 (0107),,6.27925568,-75.63264217
CL 63,127-75 (0112),,6.27909123,-75.63304554
CL 63,127-23 (0110),,6.27937779,-75.63232488
CL 63,127-09 (0122),,6.27943634,-75.63219183
CL 63,127-09 (0120),,6.27942873,-75.63209565
CL 63,127-09 (0114),,6.27946462,-75.63210208
CL 63,127-09 (0116),,6.27943677,-75.63206047
CL 63,127-09 (0118),,6.27939009,-75.63204078
CL 63,127-09 (0115),,6.27946452,-75.6322592
CL 62,127-138,,6.2787409,-75.63328913
CL 63,X CR 127  LT 0074,,6.27949225,-75.63199216
CL 63,127-147 (0105),,6.27916252,-75.63359066
CL 63,127-147 (0108),,6.2791704,-75.63359172
CL 63,126-111 (0105),,6.27965956,-75.63219373
CL 63,126-111 (0106),,6.27962711,-75.63220131
CL 63,127-07,,6.27965081,-75.6324397
CL 63,127-09 (0103),,6.27957807,-75.63239273
CL 63,127-55,,6.27932288,-75.63278093
CL 63,127-147 (0109),,6.2790085,-75.63355455
CL 62,127-128,,6.27872215,-75.63317903
CL 63,127-23 (0103),,6.27947177,-75.63249798
CL 63,127-23 (0102),,6.27948234,-75.63251376
CL 62,126-56,,6.27916356,-75.63169664
CL 62,126-28,,6.27910918,-75.63160867
CL 63,126-57,,6.27947356,-75.63173275
CL 63,126-53,,6.27938157,-75.63165963
CL 63,127-59 (0109) LOTE,,6.27920799,-75.63289499
CL 63,127-23 (0114),,6.27939446,-75.63243243
CL 63,127-23 (0112),,6.27941268,-75.63241429
CL 63,127-75 (0118) LOTE,,6.27897953,-75.63308324
CL 63,127-75 (0145) LOTE,,6.2793081,-75.6330078
CL 63,127-125,,6.2793809,-75.63347259
CL 63,127-09 (0112),,6.27947429,-75.63223808
CL 63,127-09 (0105),,6.27952134,-75.63215614
CL 63,127-09 (0110),,6.27950109,-75.6322431
CL 63,127-09 (0106),,6.2795458,-75.63216056
CL 63,127-09 (0107),,6.27953023,-75.63224857
CL 63,126-125,,6.27970817,-75.63226689
CL 63,126-127,,6.27971297,-75.63228557
CL 63,127-47 (0105),,6.27929826,-75.63259035
CL 104,84C-89,,6.3067,-75.58406669
CL 104,X CR 84C  LT 0007,,6.30641708,-75.58338391
CL 104,84C-03 LOTE,,6.30635075,-75.5833418
CR 84C,X CL 103B  LT 0030,,6.3062948,-75.58335733
CL 103B,X CR 84C  LT 0021,,6.30612204,-75.58352372
CR 85,103B-08,,6.3064609,-75.58401873
CL 104,84C-67,,6.30661751,-75.5838795
CL 104,84C-83,,6.30667735,-75.58401546
CL 104,84C-77,,6.30665259,-75.58396664
CL 103B,84C-66,,6.30639458,-75.58393011
CL 16B,23-17 (0198),,6.21459368,-75.55341769
CL 16B,23-17 LOTE,,6.21493727,-75.55318802
CL 16B,23-17 (0197),,6.21438309,-75.5536073
CR 65B,92CC-09,,6.28580157,-75.5715675
CL 53,120B-68 (0106) LOTE,,6.27015724,-75.62893163
CL 54,120-13 (0110),,6.27018322,-75.62876734
CL 54,120-55 (0118),,6.27031092,-75.62903472
CL 54,120-13 (0118),,6.27020023,-75.62872904
CL 54,120-55 (0101),,6.27041049,-75.62879473
CL 54,120-55 (0103),,6.27043046,-75.62879458
CL 54,120-55 (0105),,6.27046402,-75.62882896
CL 54,120-13 (0112),,6.27018438,-75.62883938
CL 54,120-55 (0108),,6.27046131,-75.62887808
CL 54,120-55 (0110),,6.27044834,-75.6289138
CL 54,120-13 (0121),,6.27028612,-75.62859887
CL 54,120-13 (0120),,6.27020789,-75.62867247
CL 54,120-55 (0116),,6.27036353,-75.62898335
CL 54,120-13 (0114),,6.2701954,-75.62878119
CL 54,120-13 (0113),,6.27019134,-75.62877958
CL 53,120B-68 (0107) LOTE,,6.27022558,-75.62899405
CL 54,120-13 (0119),,6.27020497,-75.62869396
CL 54,120-55 (0125),,6.27024055,-75.62892988
CL 54,120-55 (0124),,6.27024751,-75.62892059
CL 54,120-55 (0112),,6.27033003,-75.62893968
CL 54,120-55 (0113),,6.27038304,-75.62894738
CL 54,120-55 (0121),,6.27028002,-75.62902728
CL 54,120-55 (0122),,6.27024924,-75.62901258
CL 53,120B-68 (0108),,6.27011417,-75.62892671
CL 53,120B-68 (0113),,6.27002782,-75.62898115
CL 53,120B-68 (0112),,6.27003402,-75.62891167
CL 104BB,X CR 77  LT 0178,,6.3041636,-75.57494356
CR 77B,X CL 104B  LT 0126,,6.30403012,-75.57564177
CR 76A,X CL 104AA  LT 0193,,6.30383505,-75.57465751
CR 77B,X CL 104AA  LT 0001,,6.30395523,-75.57579989
CL 104B,X CR 77  LT 0009 MJ 002,,6.30404998,-75.57556951
CL 104B,X CR 77  LT 0186,,6.30400796,-75.57517714
CR 14B,14B-90 (0104),,6.23827034,-75.53874693
CL 56,14B-62 (0115) LOTE,,6.23816518,-75.53882568
CL 56,14B-44,,6.23805392,-75.53870425
CL 56,14B-90 (0107),,6.23824746,-75.53887742
CL 56,14B-68,,6.23810005,-75.53888752
CL 56,14B-90 (0101),,6.23820214,-75.53889982
CL 56,14B-54,,6.23805632,-75.5388098
CL 56,14B-56,,6.23806103,-75.53881408
CL 56,14B-62 (0105),,6.23815375,-75.53880672
CL 56,14B-90 (0103),,6.23821288,-75.53882033
CR 18A,X CL 56EC  LT 0002,,6.24287244,-75.54104994
CL 56EC,X CR 18  LT 0017,,6.24276963,-75.54090798
CR 18A,56EC-28,,6.2430173,-75.54092206
CR 18A,56EC-10,,6.24285847,-75.54096049
CR 18A,56EC-22,,6.24296774,-75.54093405
CL 56EC,X CR 18  LT 0002,,6.24360015,-75.54164418
CL 99AB,119-226 (0115),,6.31374686,-75.64552651
CR 131,99AB-154 (0140) LOTE,,6.31699266,-75.64735138
CL 99AB,119-226 (0110),,6.31370306,-75.64536594
CL 99AB,119-392 LOTE,,6.31320331,-75.6464872
CL 99AB,119-226 (0120),,6.31374658,-75.64576273
CR 131,99AB-432,,6.31528379,-75.65001198
CR 131,99AB-90,,6.31179894,-75.64744958
CR 131,99AB-76,,6.31292533,-75.64785564
CR 129A,60-30 (0105),,6.27682701,-75.63455719
CL 61,128A-137,,6.27714467,-75.63441356
CL 61,128A-95 (0104),,6.27730011,-75.63423397
CR 129A,60-14 (0110),,6.27674183,-75.63449464
CR 129A,60-14 (0109),,6.27673519,-75.63450474
CL 61,128A-115,,6.27744121,-75.63442231
CL 61,128A-121,,6.27742947,-75.63449044
CR 129A,60-30 (9801),,6.27679844,-75.63459308
CR 129A,60-30 (0101),,6.27681107,-75.63456899
CR 129A,60-30 (9902),,6.27680559,-75.63457944
CR 29,48-45 (0101),,6.24025458,-75.55270023
CL 48,29-52 (0102),,6.24012479,-75.55274437
CR 134,62C-40 (0101),,6.27860904,-75.63905545
CL 76,41A-31 (0104),,6.26841086,-75.5516686
CL 76,41A-31 (0106),,6.26836397,-75.55169467
CL 74,42A-03 (0101),,6.26807599,-75.55236103
CL 76,41-29 (0214),,6.26836354,-75.55033756
CL 76,41-29 (0112),,6.26834894,-75.5504129
CL 76,41-31 (0106),,6.268345,-75.55050228
CL 76,41-29 (0103),,6.26837655,-75.55061128
CL 76,41-29 (0105),,6.26833687,-75.55059636
CL 76,39-165,,6.26848082,-75.55036043
CL 76,41-29 (0186),,6.26838528,-75.55064628
CL 76,41-29 (0189),,6.26838678,-75.55067735
CL 76,41-29 (0190),,6.26839848,-75.55070975
CL 76,41-29 (0192),,6.26836881,-75.55073757
CL 76,41-29 (0194),,6.26840685,-75.55075084
CL 76,41-29 (0195),,6.26843053,-75.55077988
CL 76,41-49 (0101),,6.26825266,-75.55091486
CL 76,41-65 (0201),,6.26835872,-75.55110835
CL 76,41-65 (0301),,6.26835801,-75.55109509
CL 76,41-29 (0212),,6.26835071,-75.55039941
CL 76,41-29 (0312),,6.26835195,-75.5503899
CL 76,41-29 (0412),,6.2683534,-75.55037881
CL 76,41A-31 (0112),,6.26828301,-75.55177483
CL 76,41A-31 (0108),,6.26832711,-75.55176904
CL 76,41A-31 (0113),,6.26823794,-75.55178074
CL 76,41A-31 (0114),,6.26828546,-75.55183697
CL 76,41A-31 (0115),,6.2683185,-75.55181974
CL 76,41A-31 (0116),,6.2683502,-75.55180321
CL 76,41A-31 (0118),,6.26836772,-75.55179407
CL 76,41A-31 (0119),,6.26837894,-75.55178822
CL 76,41A-31 (0120),,6.26839435,-75.55169547
CL 74,42A-03 (0103),,6.26802234,-75.55234405
CR 81,X CL 37D  LT 0031,,6.24737454,-75.60263562
CR 81,37D-95,,6.24737934,-75.60266246
CR 81,37D-97,,6.24740966,-75.60266046
CR 81,37D-93,,6.24734105,-75.602665
CR 81,37D-105,,6.2474555,-75.60265742
CR 81,37D-109,,6.24750075,-75.60265442
CR 81,37D-111,,6.24755302,-75.60262449
CR 81,37D-113,,6.24759994,-75.60262256
CR 81,X CL 37D  LT 0032,,6.24747754,-75.6026288
CR 81,X CL 36  LT 0019,,6.24462904,-75.60255772
CR 81,X CL 36  LT 0040,,6.24471671,-75.60255181
CL 43,X CR 21  LT 0046,,6.23436402,-75.54896573
CR 50A,122-30,,6.30573764,-75.55236354
CL 36,110-19 (0116),,6.24900308,-75.62168717
CR 110,35F-15 (0112),,6.24880248,-75.62172645
CR 110,35F-15 (0115),,6.24878853,-75.62169903
CL 36,110-19 (0110),,6.24905092,-75.62170381
CL 36,110-19 (0106),,6.24897394,-75.62168233
CL 44,X CR 94  LT 0081,,6.25410138,-75.61182037
CL 99,38C-20 (0118),,6.28931038,-75.54804367
CL 99,38C-20 (0121),,6.28920058,-75.54799805
CL 47A,1CC-100 LOTE,,6.22866769,-75.53023333
CL 47A,1C-73,,6.22864346,-75.53037882
CL 47A,1CC-106,,6.22870192,-75.53033468
CR 130,52A-178 (0150) LOTE,,6.26972993,-75.63350891
CR 129A,52A-311,,6.27095128,-75.6341074
CL 55,129A-11,,6.27097047,-75.63418468
CL 55,129A-29 (0109),,6.27079215,-75.63424127
CR 129A,52A-139,,6.27007518,-75.63334528
CR 130,52A-310,,6.27079632,-75.6344105
CL 100A,42B-82 LOTE,,6.29032092,-75.54991607
CL 100A,42B-80 LOTE,,6.29031037,-75.54989654
CL 100A,42B-136,,6.29050095,-75.55027911
CL 100A,42B-70 LOTE,,6.29028632,-75.54985282
CL 100A,42B-74 LOTE,,6.29029428,-75.54986705
CL 101,42B-79 (0101),,6.29062426,-75.5500105
CL 100A,42B-152,,6.29053895,-75.5504395
CL 100A,42B-162,,6.29057724,-75.55053643
CL 100A,42B-144 LOTE,,6.29051862,-75.55036086
CL 100A,42B-142 LOTE,,6.29051407,-75.55033694
CL 100A,42B-110 LOTE,,6.29040621,-75.55010245
CL 100A,42B-128 LOTE,,6.29048082,-75.55023105
CL 100A,42B-126 LOTE,,6.29047246,-75.55021469
CL 100A,X CR 42B  LT 0022,,6.29052778,-75.55039541
CL 100A,42B-100 LOTE,,6.29035768,-75.55001027
CL 100A,42B-152 (0203),,6.29064802,-75.55039829
CL 100A,42B-114,,6.29043774,-75.55015732
CR 144,70-85 LOTE,,6.29021569,-75.64354811
CR 149,68-268 (0125),,6.28921749,-75.64510825
CR 145,68-465,,6.289827,-75.64362522
CL 73,144-204 LOTE,,6.2919034,-75.6426694
CR 159,68-268 (0135),,6.28924063,-75.64514057
CL 119,42C-104,,6.30270112,-75.54603876
CL 119,42C-96,,6.30266789,-75.54601936
CL 120,42D-35 (0102),,6.30277682,-75.54587938
CL 120,42D-35 (0101),,6.30273129,-75.54585822
CR 83,57-55 (0113),,6.27174568,-75.59895923
CR 83,57-55 (0213),,6.271749,-75.59894603
CR 83A,57A-10 LOTE,,6.27183009,-75.59905429
CL 104C,82G-55,,6.30568158,-75.58149861
CL 104C,82G-67,,6.30573278,-75.58160551
CL 104,82G-56,,6.30547899,-75.58157809
CL 104,82G-62,,6.30550462,-75.58163149
CL 104,X CR 82G  LT 0186,,6.30522648,-75.58126219
CL 104C,82G-61,,6.30570131,-75.58153998
CR 68,32C-71,,6.2373965,-75.58962531
CR 68,32C-91,,6.23757875,-75.58963108
CR 69,32C-78,,6.23746377,-75.59000706
CR 68,32C-77,,6.23743927,-75.58962666
CR 68,32C-79,,6.23746308,-75.58962742
CR 68,32C-81,,6.23748716,-75.58962818
CR 68,32C-83,,6.23750808,-75.58962884
CL 104D,50B-10 LOTE,,6.29605764,-75.55629176
TV 94A,83A-90 (0103),,6.29211975,-75.58507734
CL 48B,107C-119 (0201),,6.26047674,-75.62271769
CL 48B,107C-117,,6.26054258,-75.62272522
CL 48B,107C-119 (0101),,6.26048426,-75.62273488
CL 48B,107C-119 (0202),,6.26045703,-75.62267263
CL 48B,107C-119 (0102),,6.2604654,-75.62269177
CR 84,97-108 (0318),,6.29750934,-75.58361402
CR 84,97-108 (0118),,6.29758966,-75.58371618
CR 84,97-108 (0218),,6.29754962,-75.58366376
CR 77,X CL 100C  LT 0190,,6.29942945,-75.57817291
CR 76,99D-99 LOTE,,6.2981949,-75.5776874
CL 100C,77-33 (0201),,6.29916806,-75.57858473
CR 77,X CL 100A  LT 0133,,6.29872867,-75.57823708
CL 100B,X CR 76  LT 0130,,6.29892249,-75.57799796
CL 100A,X CR 77  LT 0001,,6.29866335,-75.57805677
CR 77,X CL 100B  LT 0129,,6.29917051,-75.57821216
CL 100C,77-04 (0201),,6.29925653,-75.57832271
CR 76B,X CL 100C  LT 0180,,6.29966424,-75.57745087
CR 78,X CL 100A  LT 0102,,6.29875418,-75.57865159
CR 76D,X CL 100C  LT 0176,,6.29938072,-75.57782378
CL 100C,X CR 76  LT 0181,,6.29933187,-75.57738142
CR 76A,X CL 100A  LT 0131,,6.29891955,-75.57785822
CL 100C,X CR 76B  LT 0001,,6.29938334,-75.5776797
CL 61A,119B-13,,6.27758592,-75.62565283
CL 61,119B-14,,6.27739088,-75.62571056
CL 61,119B-12,,6.27738219,-75.6256819
CL 61,119B-04,,6.27736677,-75.62563106
CL 63,132-47 (0119),,6.27846325,-75.63762469
CL 63,132-47 (0120),,6.27844189,-75.63763579
CL 63,132-35 (0105),,6.27837114,-75.6374645
CL 62D,132-36,,6.27826475,-75.63746768
CL 63,132-47 (0113),,6.27837446,-75.63767003
CL 62D,132-44,,6.2782774,-75.63753594
CL 62D,132-48,,6.27828927,-75.63756982
CL 63,132-47 (0127),,6.27856041,-75.63757081
CL 63,132-29,,6.27856263,-75.63731139
CL 63,132-35 (0103),,6.27855885,-75.63744718
CL 63,132-35 (0104),,6.27854627,-75.63745292
CL 63,132-35 (0102),,6.27857157,-75.63744137
CL 63,132-35 (0101),,6.27858333,-75.637436
CL 63,132-33,,6.27859733,-75.63738332
CL 63,132-31,,6.27857163,-75.63733004
CL 63,132-47 (0105),,6.27841451,-75.63764977
CL 63,132-47 (0114),,6.27839559,-75.63765933
CL 62D,132-50,,6.2783161,-75.63763971
CL 63,132-47 (0112),,6.27835833,-75.63766137
CL 63,132-43,,6.27865566,-75.63745604
CL 63,132-45,,6.27865838,-75.63746983
CL 63,132-47 (0130),,6.27864253,-75.63752845
CL 63,132-49,,6.27870894,-75.63752358
CL 63,132-47 (0133),,6.27861064,-75.63754425
CL 63,132-47 (0134),,6.27858136,-75.63755924
CL 63,132-47 (0123),,6.27850202,-75.63760352
CL 63,132-47 (0107),,6.27848004,-75.63759362
CL 63,132-47 (0108),,6.27844597,-75.63761118
CL 63,132-35 (0107),,6.27851858,-75.63749233
CL 63,132-63,,6.27876566,-75.63762504
CL 63,132-59,,6.27875771,-75.63760984
CR 133,62D-46,,6.27870629,-75.6377246
CL 63,132-65,,6.27877482,-75.63764256
CL 63,132-35 (0114),,6.27858106,-75.63745524
CL 63,132-35 (0113),,6.27847408,-75.63746242
CL 21,X CR 82A  LT 0022,,6.22628203,-75.60409878
CL 107,85-35 LOTE,,6.3089065,-75.58345339
CL 106D,X CR 85  LT 0019,,6.30861209,-75.58384337
CR 131,63-49 (0112),,6.27899067,-75.63687238
CR 131,63-49 (0103),,6.27901329,-75.63662867
CR 131,63-49 (0110),,6.27900375,-75.63672562
CR 131,63-49 (0102),,6.27900639,-75.63658026
CL 63,131-12,,6.27864676,-75.63654733
CR 131,63-49 (0101),,6.27900517,-75.63647091
CL 63,131-08,,6.27864835,-75.63651835
CL 63,131-24,,6.27862172,-75.63665446
CR 131,63-49 (0111),,6.27899928,-75.63679461
CR 131,63-49 (0107),,6.27900579,-75.63668858
CL 63,131-32,,6.27860448,-75.63673528
CL 63,131-28,,6.27861221,-75.63669945
CR 107B,45B-89,,6.25923343,-75.62095704
CR 107B,45B-91,,6.25926072,-75.62096112
CR 107B,45B-83,,6.25916294,-75.62097272
CR 107B,45B-65,,6.25899387,-75.62102718
CR 129,55-22 (0106),,6.27194783,-75.63345331
CL 55,127-46 (0110),,6.27192299,-75.6332431
CL 55,126-98 (0118),,6.27194297,-75.63301226
CL 55,126-98 (0108),,6.27195446,-75.63318145
CL 55,126-98 (0120),,6.27192095,-75.63326188
CL 55,126-98 (0122),,6.27190735,-75.63326777
CR 129,55-22 (0108),,6.27196827,-75.63338142
CL 55,126-98 (0126),,6.27186253,-75.63292156
CL 55,127-22,,6.27177,-75.63307921
CL 55,127-26,,6.27177063,-75.63310392
CL 55,127-36,,6.27176243,-75.63320482
CL 55,127-20,,6.27176952,-75.63304794
CL 55,126-68 (0120),,6.27227075,-75.6324928
CL 55,126-68 (0117),,6.27209653,-75.63250914
CL 55,126-68 (0119),,6.27223774,-75.63249216
CL 55,126-68 (0114),,6.2721904,-75.63258873
CL 55,126-58,,6.27201946,-75.632451
CL 55,126-62,,6.27202054,-75.63248316
CL 55,126-68 (0101),,6.27203874,-75.63250806
CL 55,126-68 (0102),,6.27206185,-75.63250849
CL 55,127-46 (0104),,6.27186476,-75.63325468
CL 55A,125A-317 (0120),,6.27301818,-75.63403496
CL 55A,125A-317 (0115),,6.27278035,-75.63412659
CL 55A,125A-317 (0116),,6.27291553,-75.63406306
CL 55A,125A-251 LOTE,,6.27267344,-75.63271077
CL 55A,125A-287 LOTE,,6.27271049,-75.6328882
CL 55,126-98 (0109),,6.27193176,-75.63289397
CL 55,126-98,,6.27198993,-75.63278383
CL 55,126-98 (0114),,6.27205301,-75.63285512
CL 55,126-98 (0111),,6.27194814,-75.63293414
CL 55,127-46 (0127),,6.27187637,-75.63328098
